index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9681047,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681048,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681049,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681050,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681051,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681052,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681053,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681054,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681055,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681056,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681057,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681058,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681059,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681060,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681061,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681062,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681063,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681064,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681065,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,60.81780497624709,12.938627222185938,4.270265190255172,997128.12,84.14171944328112,80.2461521540588,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681066,High human development,0.753,75.31547673810279,13.987867272711147,8.430378197999579,14255.135425638266,—,0.9608315208003145,—,0.7361253859608956,0.7661336769507183,77.96630868001007,72.81315324287601,14.112009742157943,13.878597287593333,8.17644093094697,8.663574937993902,10528.518668946135,17912.431780592196,98.84648455998895,98.81457932578479,72.04678350194204,76.79249073416588,103.92728872850667,..,45.727966829555264,..,91.19411523770572,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,—,62.3214494342553,33.58540380310084,24.460325646022905,69.83414059201078,75.06619360593054,54.173396295330065,75.38112775662434
9681067,High human development,0.753,75.31547673810279,13.987867272711147,8.430378197999579,14255.135425638266,—,0.9608315208003145,—,0.7361253859608956,0.7661336769507183,77.96630868001007,72.81315324287601,14.112009742157943,13.878597287593333,8.17644093094697,8.663574937993902,10528.518668946135,17912.431780592196,98.84648455998895,98.81457932578479,72.04678350194204,76.79249073416588,103.92728872850667,..,45.727966829555264,..,91.19411523770572,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,0.34,—,62.3214494342553,33.58540380310084,24.460325646022905,69.83414059201078,75.06619360593054,54.173396295330065,75.38112775662434
9681068,High human development,0.753,75.31547673810279,13.987867272711147,8.430378197999579,14255.135425638266,—,0.9608315208003145,—,0.7361253859608956,0.7661336769507183,77.96630868001007,72.81315324287601,14.112009742157943,13.878597287593333,8.17644093094697,8.663574937993902,10528.518668946135,17912.431780592196,98.84648455998895,98.81457932578479,72.04678350194204,76.79249073416588,103.92728872850667,..,45.727966829555264,..,91.19411523770572,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,64.16352162205263,118.10416666666667,..,..,,,0.34,—,62.3214494342553,33.58540380310084,24.460325646022905,69.83414059201078,75.06619360593054,54.173396295330065,75.38112775662434
